Fecha,CO (mg/m3),NO (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM25 (ug/m3),SO2 (ug/m3),Provincia,Estación,Latitud,Longitud
11/28/2019,,3,11,,8,5,,Valladolid,La rubia II,41.63,-4.740555556
11/27/2019,0.3,2,13,,12,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/27/2019,,9,28,,11,,3,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/27/2019,,3,10,64,9,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/27/2019,,0,0,,,,,Burgos,NH3,,
11/27/2019,,1,6,,9,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/27/2019,,2,5,62,7,,3,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/27/2019,,1,7,,7,,1,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/27/2019,,1,8,66,4,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/27/2019,,1,4,,,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/27/2019,,1,5,68,11,,1,León,Ponferrada4,42.54277778,-6.585
11/27/2019,,1,3,,10,,3,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/27/2019,,2,1,48,2,2,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/27/2019,,2,1,46,2,1,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/27/2019,,5,6,64,4,,15,Palencia,Guardo,42.79138889,-4.846388889
11/27/2019,,1,14,62,9,,,Palencia,Renault4,41.96138889,-4.494444444
11/27/2019,0.2,2,2,,10,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
11/27/2019,,1,13,,,,,Valladolid,Michelin1,41.66638889,-4.715
11/27/2019,,1,1,71,8,,1,Avila,Avila II,40.66472222,-4.700833333
11/27/2019,,2,1,62,15,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/27/2019,,1,2,69,6,2,4,Burgos,Burgos4,42.33472222,-3.637222222
11/27/2019,,1,3,70,,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/27/2019,,1,2,67,8,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/27/2019,,4,2,,7,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/27/2019,,1,4,52,5,,7,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/27/2019,,4,9,56,10,,11,León,La Robla,42.80166667,-5.625
11/27/2019,,1,1,72,,,4,León,Lario,43.04166667,-5.091388889
11/27/2019,,2,13,53,6,,2,León,Leon 4,42.57527778,-5.566388889
11/27/2019,,4,5,67,8,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/27/2019,,1,1,82,17,,2,Salamanca,El Maillo,40.56944444,-6.223888889
11/27/2019,0.3,8,8,64,5,,2,Soria,Soria,41.76722222,-2.480555556
11/27/2019,,13,19,,14,6,,Valladolid,La rubia II,41.63,-4.740555556
11/27/2019,,2,10,57,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/27/2019,,7,14,56,14,1,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/27/2019,0.3,10,12,,6,,,Valladolid,Renault2,41.60416667,-4.728888889
11/27/2019,,1,5,,,,,Valladolid,Renault3,41.61277778,-4.740833333
11/27/2019,,1,6,61,11,7,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/27/2019,,1,3,49,8,,6,León,Carracedelo,42.55861111,-6.725555556
11/27/2019,0.3,11,21,,12,,4,León,Leon1,43.60333333,-5.589166667
11/27/2019,,,,,11,,2,León,Otero,42.56444444,-6.781944444
11/27/2019,,,,,8,,,León,Toral de los Vados,42.545,-6.725555556
11/27/2019,,1,2,57,10,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/27/2019,,3,1,68,8,,8,Palencia,Palencia 3,42.01777778,-4.540555556
11/27/2019,,1,6,66,10,4,2,Salamanca,Salamanca6,40.96055556,-5.639444444
11/27/2019,,3,8,68,13,,3,Segovia,Segovia 2,40.95583333,-4.110555556
11/27/2019,,1,1,65,10,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/27/2019,0.7,7,25,,12,4,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/27/2019,,4,5,72,24,,1,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/27/2019,,1,3,74,,,,Valladolid,Renault1,41.6,-4.7325
11/27/2019,,7,13,59,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/27/2019,,6,6,70,10,,3,Zamora,Zamora 2,41.50888889,-5.748055556
11/26/2019,,1,2,62,4,3,3,Burgos,Burgos4,42.33472222,-3.637222222
11/26/2019,,5,17,,10,,4,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/26/2019,,2,4,62,7,,3,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/26/2019,,1,3,55,9,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/26/2019,,1,4,,5,,6,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/26/2019,,1,3,54,5,,7,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/26/2019,,5,9,47,14,,13,León,La Robla,42.80166667,-5.625
11/26/2019,,2,7,53,7,,2,León,Leon 4,42.57527778,-5.566388889
11/26/2019,,,,,12,,2,León,Otero,42.56444444,-6.781944444
11/26/2019,,2,7,51,15,,2,León,Ponferrada4,42.54277778,-6.585
11/26/2019,,,,,13,,,León,Toral de los Vados,42.545,-6.725555556
11/26/2019,,2,1,38,3,3,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/26/2019,0.2,2,1,,7,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
11/26/2019,,1,16,,,,,Valladolid,Michelin1,41.66638889,-4.715
11/26/2019,,5,4,65,3,,1,Zamora,Zamora 2,41.50888889,-5.748055556
11/26/2019,,2,3,46,7,,2,Avila,Avila II,40.66472222,-4.700833333
11/26/2019,,3,8,57,11,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/26/2019,,2,12,,12,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/26/2019,,4,2,,7,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/26/2019,,2,9,54,7,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/26/2019,,1,4,,12,,3,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/26/2019,,6,8,54,6,,17,Palencia,Guardo,42.79138889,-4.846388889
11/26/2019,,2,1,48,3,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/26/2019,,4,3,54,9,,8,Palencia,Palencia 3,42.01777778,-4.540555556
11/26/2019,,1,17,50,7,,,Palencia,Renault4,41.96138889,-4.494444444
11/26/2019,,1,1,73,13,,3,Salamanca,El Maillo,40.56944444,-6.223888889
11/26/2019,,4,13,45,10,,3,Segovia,Segovia 2,40.95583333,-4.110555556
11/26/2019,0.2,10,10,49,3,,3,Soria,Soria,41.76722222,-2.480555556
11/26/2019,0.6,6,23,,10,5,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/26/2019,,7,14,,8,4,,Valladolid,La rubia II,41.63,-4.740555556
11/26/2019,,2,10,47,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/26/2019,,8,15,42,11,3,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/26/2019,0.3,10,11,,3,,,Valladolid,Renault2,41.60416667,-4.728888889
11/26/2019,,2,7,47,9,5,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/26/2019,,2,4,44,10,,2,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/26/2019,0.2,2,9,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/26/2019,,1,4,65,,,6,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/26/2019,,0,22,,,,,Burgos,NH3,,
11/26/2019,,1,6,,8,,1,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/26/2019,,1,4,35,11,,7,León,Carracedelo,42.55861111,-6.725555556
11/26/2019,,1,1,75,,,2,León,Lario,43.04166667,-5.091388889
11/26/2019,0.2,7,15,,15,,5,León,Leon1,43.60333333,-5.589166667
11/26/2019,,2,1,38,3,3,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/26/2019,,5,4,58,5,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/26/2019,,1,3,57,6,3,1,Salamanca,Salamanca6,40.96055556,-5.639444444
11/26/2019,,1,2,,6,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/26/2019,,4,4,60,18,,1,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/26/2019,,1,3,62,,,,Valladolid,Renault1,41.6,-4.7325
11/26/2019,,1,5,,,,,Valladolid,Renault3,41.61277778,-4.740833333
11/26/2019,,8,15,46,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/25/2019,,1,4,58,,,5,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/25/2019,,1,11,,9,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/25/2019,,3,14,,10,,2,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/25/2019,,2,9,43,4,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/25/2019,,,,,11,,2,León,Otero,42.56444444,-6.781944444
11/25/2019,,1,1,32,3,2,3,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/25/2019,,9,12,40,5,,6,Palencia,Guardo,42.79138889,-4.846388889
11/25/2019,,4,10,54,5,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/25/2019,0.7,10,34,,10,7,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/25/2019,,25,33,,10,6,,Valladolid,La rubia II,41.63,-4.740555556
11/25/2019,,4,7,64,,,1,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/25/2019,,1,4,57,,,,Valladolid,Renault1,41.6,-4.7325
11/25/2019,0.3,13,21,,4,,,Valladolid,Renault2,41.60416667,-4.728888889
11/25/2019,,8,25,43,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/25/2019,,3,16,46,10,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/25/2019,,9,11,63,6,,1,Zamora,Zamora 2,41.50888889,-5.748055556
11/25/2019,,2,4,61,7,,4,Avila,Avila II,40.66472222,-4.700833333
11/25/2019,,3,6,54,10,,2,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/25/2019,0.3,2,15,,8,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/25/2019,,9,26,,12,,4,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/25/2019,,4,13,52,10,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/25/2019,,1,31,,,,,Burgos,NH3,,
11/25/2019,,1,4,54,9,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/25/2019,,1,2,47,,,1,León,Lario,43.04166667,-5.091388889
11/25/2019,,6,19,36,6,,2,León,Leon 4,42.57527778,-5.566388889
11/25/2019,0.3,14,32,,15,,7,León,Leon1,43.60333333,-5.589166667
11/25/2019,,1,8,55,13,,2,León,Ponferrada4,42.54277778,-6.585
11/25/2019,,,,,12,,,León,Toral de los Vados,42.545,-6.725555556
11/25/2019,,3,2,59,6,,7,Palencia,Palencia 3,42.01777778,-4.540555556
11/25/2019,,1,1,79,14,,3,Salamanca,El Maillo,40.56944444,-6.223888889
11/25/2019,,2,10,57,8,3,1,Salamanca,Salamanca6,40.96055556,-5.639444444
11/25/2019,0.2,12,12,57,4,,2,Soria,Soria,41.76722222,-2.480555556
11/25/2019,,2,18,43,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/25/2019,,1,3,64,5,3,3,Burgos,Burgos4,42.33472222,-3.637222222
11/25/2019,,2,5,58,7,,3,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/25/2019,,4,2,,7,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/25/2019,,1,5,,6,,5,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/25/2019,,1,6,25,4,,4,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/25/2019,,1,5,40,9,,7,León,Carracedelo,42.55861111,-6.725555556
11/25/2019,,4,11,29,15,,52,León,La Robla,42.80166667,-5.625
11/25/2019,,1,7,,14,,3,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/25/2019,,2,1,28,4,3,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/25/2019,,1,7,45,6,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/25/2019,,3,18,38,7,,,Palencia,Renault4,41.96138889,-4.494444444
11/25/2019,0.3,2,3,,8,,3,Salamanca,Salamanca5,40.97888889,-5.666388889
11/25/2019,,3,12,60,10,,6,Segovia,Segovia 2,40.95583333,-4.110555556
11/25/2019,,1,1,,7,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/25/2019,,10,25,38,12,3,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/25/2019,,2,9,,,,,Valladolid,Renault3,41.61277778,-4.740833333
11/24/2019,,1,1,70,9,,2,Avila,Avila II,40.66472222,-4.700833333
11/24/2019,,1,3,61,,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/24/2019,,4,16,,11,,7,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/24/2019,,1,10,,10,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/24/2019,,1,8,35,8,,2,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/24/2019,,1,6,,9,,3,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/24/2019,,1,6,43,4,,5,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/24/2019,,1,1,72,,,1,León,Lario,43.04166667,-5.091388889
11/24/2019,0.4,8,26,,15,,11,León,Leon1,43.60333333,-5.589166667
11/24/2019,,,,,14,,2,León,Otero,42.56444444,-6.781944444
11/24/2019,,4,7,48,5,,14,Palencia,Guardo,42.79138889,-4.846388889
11/24/2019,,3,4,58,5,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/24/2019,,4,6,66,24,,1,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/24/2019,0.3,4,6,,3,,,Valladolid,Renault2,41.60416667,-4.728888889
11/24/2019,,1,4,,9,,,Valladolid,Renault3,41.61277778,-4.740833333
11/24/2019,,6,11,55,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/24/2019,,3,7,59,12,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/24/2019,,1,2,62,6,4,4,Burgos,Burgos4,42.33472222,-3.637222222
11/24/2019,,4,9,,,,,Burgos,NH3,,
11/24/2019,,2,4,58,7,,4,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/24/2019,,1,9,29,10,,7,León,Carracedelo,42.55861111,-6.725555556
11/24/2019,,4,11,32,26,,16,León,La Robla,42.80166667,-5.625
11/24/2019,,1,9,48,13,,2,León,Ponferrada4,42.54277778,-6.585
11/24/2019,,1,6,,12,,3,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/24/2019,,1,2,37,2,2,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/24/2019,,2,1,36,3,2,4,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/24/2019,,1,1,48,9,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/24/2019,,4,3,58,10,,7,Palencia,Palencia 3,42.01777778,-4.540555556
11/24/2019,,1,1,80,17,,2,Salamanca,El Maillo,40.56944444,-6.223888889
11/24/2019,0.2,1,1,,6,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
11/24/2019,,1,1,,8,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/24/2019,0.7,4,21,,11,6,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/24/2019,,8,15,,13,6,,Valladolid,La rubia II,41.63,-4.740555556
11/24/2019,,2,10,53,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/24/2019,,1,1,57,,,,Valladolid,Renault1,41.6,-4.7325
11/24/2019,,1,6,56,11,7,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/24/2019,0.3,1,9,,10,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/24/2019,,3,7,56,10,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/24/2019,,1,4,53,10,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/24/2019,,4,2,,7,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/24/2019,,2,9,,8,,2,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/24/2019,,2,9,46,5,,2,León,Leon 4,42.57527778,-5.566388889
11/24/2019,,,,,16,,,León,Toral de los Vados,42.545,-6.725555556
11/24/2019,,1,4,24,7,,,Palencia,Renault4,41.96138889,-4.494444444
11/24/2019,,2,5,65,11,4,2,Salamanca,Salamanca6,40.96055556,-5.639444444
11/24/2019,,2,7,67,13,,4,Segovia,Segovia 2,40.95583333,-4.110555556
11/24/2019,0.4,8,7,60,4,,2,Soria,Soria,41.76722222,-2.480555556
11/24/2019,,7,14,49,14,2,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/24/2019,,4,5,63,9,,1,Zamora,Zamora 2,41.50888889,-5.748055556
11/23/2019,,1,2,79,,,1,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/23/2019,,2,5,67,7,,4,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/23/2019,,1,2,,4,,3,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/23/2019,,1,6,67,9,,2,León,Ponferrada4,42.54277778,-6.585
11/23/2019,,1,1,,7,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/23/2019,,6,5,71,3,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/23/2019,,3,1,73,4,,7,Palencia,Palencia 3,42.01777778,-4.540555556
11/23/2019,,2,8,72,9,4,2,Salamanca,Salamanca6,40.96055556,-5.639444444
11/23/2019,,1,3,80,10,,3,Segovia,Segovia 2,40.95583333,-4.110555556
11/23/2019,,7,13,61,11,3,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/23/2019,,1,3,73,5,2,3,Burgos,Burgos4,42.33472222,-3.637222222
11/23/2019,,5,19,,7,,6,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/23/2019,,1,8,,8,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/23/2019,,1,2,72,7,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/23/2019,,1,6,,7,,1,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/23/2019,,1,4,70,3,,1,León,Leon 4,42.57527778,-5.566388889
11/23/2019,0.2,5,9,,10,,4,León,Leon1,43.60333333,-5.589166667
11/23/2019,,,,,10,,,León,Toral de los Vados,42.545,-6.725555556
11/23/2019,,2,4,43,5,,,Palencia,Renault4,41.96138889,-4.494444444
11/23/2019,,1,1,88,16,,2,Salamanca,El Maillo,40.56944444,-6.223888889
11/23/2019,0.2,2,1,,6,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
11/23/2019,,4,5,78,18,,1,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/23/2019,,1,1,67,,,,Valladolid,Renault1,41.6,-4.7325
11/23/2019,,1,6,,6,,,Valladolid,Renault3,41.61277778,-4.740833333
11/23/2019,,6,5,79,7,,2,Zamora,Zamora 2,41.50888889,-5.748055556
11/23/2019,,1,1,77,7,,2,Avila,Avila II,40.66472222,-4.700833333
11/23/2019,,4,7,69,11,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/23/2019,0.3,1,8,,6,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/23/2019,,3,8,71,8,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/23/2019,,3,7,,,,,Burgos,NH3,,
11/23/2019,,4,2,,7,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/23/2019,,1,4,70,3,,1,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/23/2019,,1,1,79,3,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/23/2019,,1,5,49,9,,7,León,Carracedelo,42.55861111,-6.725555556
11/23/2019,,3,6,66,10,,9,León,La Robla,42.80166667,-5.625
11/23/2019,,2,1,86,,,1,León,Lario,43.04166667,-5.091388889
11/23/2019,,,,,13,,2,León,Otero,42.56444444,-6.781944444
11/23/2019,,2,1,57,1,1,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/23/2019,,2,1,50,1,1,9,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/23/2019,,4,4,76,3,,6,Palencia,Guardo,42.79138889,-4.846388889
11/23/2019,,1,1,65,4,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/23/2019,,1,1,,6,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/23/2019,0.5,10,10,69,2,,4,Soria,Soria,41.76722222,-2.480555556
11/23/2019,0.6,3,16,,8,5,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/23/2019,,9,18,,8,4,,Valladolid,La rubia II,41.63,-4.740555556
11/23/2019,,1,5,67,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/23/2019,0.3,6,9,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
11/23/2019,,6,10,67,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/23/2019,,3,10,64,8,7,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/22/2019,,4,14,46,8,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/22/2019,,1,3,72,,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
11/22/2019,,2,5,61,4,,4,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
11/22/2019,,1,4,60,3,,10,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/22/2019,,2,8,31,9,,8,León,Carracedelo,42.55861111,-6.725555556
11/22/2019,,2,1,51,1,1,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/22/2019,,5,8,65,4,,18,Palencia,Guardo,42.79138889,-4.846388889
11/22/2019,,4,5,53,13,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
11/22/2019,,2,9,,5,,,Valladolid,Renault3,41.61277778,-4.740833333
11/22/2019,,6,6,70,4,,1,Zamora,Zamora 2,41.50888889,-5.748055556
11/22/2019,0.3,2,12,,5,,1,Burgos,Burgos1,42.35111111,-3.675555556
11/22/2019,,1,3,69,3,2,2,Burgos,Burgos4,42.33472222,-3.637222222
11/22/2019,,7,11,,,,,Burgos,NH3,,
11/22/2019,,1,6,49,6,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
11/22/2019,,4,2,,4,,1,León,C.T.Compostilla-Santa Marina,42.67277778,-6.515277778
11/22/2019,,1,9,,4,,2,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/22/2019,,1,9,55,5,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
11/22/2019,,1,9,54,3,,1,León,Leon 4,42.57527778,-5.566388889
11/22/2019,,,,,8,,3,León,Otero,42.56444444,-6.781944444
11/22/2019,,3,11,45,9,,2,León,Ponferrada4,42.54277778,-6.585
11/22/2019,,1,3,,8,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/22/2019,,1,2,67,3,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/22/2019,,5,3,60,7,,7,Palencia,Palencia 3,42.01777778,-4.540555556
11/22/2019,,1,1,86,10,,2,Salamanca,El Maillo,40.56944444,-6.223888889
11/22/2019,,1,3,72,8,2,2,Salamanca,Salamanca6,40.96055556,-5.639444444
11/22/2019,0.3,17,19,51,2,,2,Soria,Soria,41.76722222,-2.480555556
11/22/2019,0.7,14,36,,9,5,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
11/22/2019,,12,24,,7,6,,Valladolid,La rubia II,41.63,-4.740555556
11/22/2019,,1,3,56,,,,Valladolid,Renault1,41.6,-4.7325
11/22/2019,0.3,10,16,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
11/22/2019,,8,18,49,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
11/22/2019,,4,12,50,8,6,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
11/22/2019,,2,1,67,4,,2,Avila,Avila II,40.66472222,-4.700833333
11/22/2019,,4,15,,11,,2,Burgos,Miranda de Ebro1,42.68222222,-2.918055556
11/22/2019,,4,14,44,13,,3,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/22/2019,,2,16,,7,,2,León,C.T.Compostilla-Compostilla,42.57083333,-6.589444444
11/22/2019,,1,3,,4,,2,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
11/22/2019,,3,7,57,12,,7,León,La Robla,42.80166667,-5.625
11/22/2019,,1,1,81,,,1,León,Lario,43.04166667,-5.091388889
11/22/2019,0.2,9,22,,11,,9,León,Leon1,43.60333333,-5.589166667
11/22/2019,,,,,10,,,León,Toral de los Vados,42.545,-6.725555556
11/22/2019,,2,1,45,2,2,3,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/22/2019,,4,18,45,5,,,Palencia,Renault4,41.96138889,-4.494444444
11/22/2019,0.2,2,1,,6,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
11/22/2019,,2,8,66,8,,4,Segovia,Segovia 2,40.95583333,-4.110555556
11/22/2019,,1,1,,5,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
11/22/2019,,5,7,67,14,,2,Valladolid,Medina del Campo,41.31638889,-4.909166667
11/22/2019,,2,15,49,,,,Valladolid,Michelin2,41.68333333,-4.741111111
11/22/2019,,9,22,42,12,2,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
11/21/2019,,4,18,46,13,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
11/21/2019,,5,17,36,17,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
11/21/2019,,2,13,,7,,2,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
11/21/2019,,2,6,55,5,,7,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
11/21/2019,,4,13,20,11,,8,León,Carracedelo,42.55861111,-6.725555556
11/21/2019,,1,1,78,,,1,León,Lario,43.04166667,-5.091388889
11/21/2019,,18,23,41,10,,1,León,Leon 4,42.57527778,-5.566388889
11/21/2019,,1,4,,8,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
11/21/2019,,2,1,38,2,2,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
11/21/2019,,2,1,39,2,2,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
11/21/2019,,1,1,50,4,,1,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
11/21/2019,,1,1,79,11,,2,Salamanca,El Maillo,40.56944444,-6.223888889
